Item,Series,Time Stamp,Date,Time (s),NodeNumber,Measurement ID,Image,Intensity (Cnt/s),Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,% Acqs Unmarked,Acq Time (s),DLS Temp (C),Attenuation Level (%),Laser Power (%),Set Temp (C),Ramp Rate (C/min),Well,Insert Info,Row,Col,Configuration,Radius (nm),Amplitude,Diffusion Coefficient (cm²/s),Diameter (nm),Polydispersity (nm),%PD,PD Index,Mw-R (kDa),Baseline,SOS,Viscosity from Sample Rh (cP),Lambda (1/s),Sigma (1/s²),D10 (nm),D50 (nm),D90 (nm),Span (D90 - D10)/D50,Range1 Radius (I) (nm),Range1 %Pd (I),Range1 Mw-R (I) (kDa),Range1 %Intensity (I),Range1 %Mass (I),Range1 %Number (I),Range1 Diameter (I) (nm),Range1 Diffusion Coefficient (I) (cm²/s),Range1 Particle Concentration (I) (1/mL),Range2 Radius (I) (nm),Range2 %Pd (I),Range2 Mw-R (I) (kDa),Range2 %Intensity (I),Range2 %Mass (I),Range2 %Number (I),Range2 Diameter (I) (nm),Range2 Diffusion Coefficient (I) (cm²/s),Range2 Particle Concentration (I) (1/mL),Range3 Radius (I) (nm),Range3 %Pd (I),Range3 Mw-R (I) (kDa),Range3 %Intensity (I),Range3 %Mass (I),Range3 %Number (I),Range3 Diameter (I) (nm),Range3 Diffusion Coefficient (I) (cm²/s),Range3 Particle Concentration (I) (1/mL),Range4 Radius (I) (nm),Range4 %Pd (I),Range4 Mw-R (I) (kDa),Range4 %Intensity (I),Range4 %Mass (I),Range4 %Number (I),Range4 Diameter (I) (nm),Range4 Diffusion Coefficient (I) (cm²/s),Range4 Particle Concentration (I) (1/mL),Range5 Radius (I) (nm),Range5 %Pd (I),Range5 Mw-R (I) (kDa),Range5 %Intensity (I),Range5 %Mass (I),Range5 %Number (I),Range5 Diameter (I) (nm),Range5 Diffusion Coefficient (I) (cm²/s),Range5 Particle Concentration (I) (1/mL),RMS Error,Number Unfiltered Peaks (I),Number Filtered Peaks (I),Pre-correction Internal Standard Rh (I) (nm),Internal Standard Viscosity (I) (cP),Mw-S (Da),1/Mw-S (1/Da),Particle Concentration (1/mL),Particle Concentration Calculation,Particle Material,Particle Shape,Particle Core Real RI,Particle Core Imaginary RI,Sample,Concentration (mg/mL),Mw-R Model,dn/dc (mL/g),Conformation Model for SLS,A2 (mol mL/g^2),Viscosity Calculation: Use Internal Standard,Internal Standard Rh (nm),Internal Standard Rh Range Minimum (nm),Internal Standard Rh Range Maximum (nm),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,
H1,,19:02:12,2025-08-30,645,15,15,None,5245683.731753692,6136163.7894546362,8,8,0,100,5.0331602096557617,25.077005076260598,14.511999487876892,100,25,5,H1,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",8,1,2025-Aug-30 18:50:20,47.670842747380973,0.05703471159879913,5.0978575095902622e-08,95.341685494761947,21.925308079085749,45.993120355083974,0.45993120355083972,28441.639552673023,1.0006988062762918,0.21283117164602425,--,1149.747177354476,1949.6528752287886,--,--,--,--,3.061068863000695,4.091089409366635,46.134363822624714,2.5004180115609582,96.489100901725052,99.998793211181081,6.1221377260013901,7.9390296188896084e-07,--,52.142798117921451,31.369278820978767,35080.837856488608,95.464374268730182,2.8050313096521924,0.0012066671862934796,104.2855962358429,4.6606467711733139e-08,--,570.87259195144759,18.321498591663126,9482635.5709187146,2.0352077197088585,0.70586778862274191,1.2163260129271534e-07,1141.7451839028952,4.256977250519346e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.3136272930690986e-05,6,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.89840661842410463,Aqueous,
H2,,19:02:57,2025-08-30,690,16,16,None,6650269.9527226044,10179971.359181227,8,8,0,100,5.0331602096557617,25.12693191300988,34.672999382019043,100,25,5,H2,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",8,2,2025-Aug-30 18:50:20,51.535454677264639,0.060590989829258056,4.7217782641525559e-08,103.07090935452928,15.494183507955878,30.065095195116783,0.30065095195116781,34132.220160246878,0.99994947663801026,0.25753871794994604,--,1714.8997145623332,1202.9666778502101,--,--,--,--,3.449407591824726,11.83678938153149,61.008911043681707,1.9192968494153855,91.732209546936247,99.776747541524784,6.898815183649452,7.0545153986746394e-07,--,62.678660156224666,27.110054313207211,53960.919485991457,96.744209745323246,4.6258609402962891,0.0010016974227027874,125.35732031244933,3.8823259642406559e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.4719321086777771e-05,4,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.89737610403826817,Aqueous,
I1,,19:03:43,2025-08-30,736,17,17,None,4484635.7481726324,4484635.7481726324,8,8,0,100,5.0331602096557617,25.14726422855728,0,100,25,5,I1,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",9,1,2025-Aug-30 18:50:20,41.649281024257704,0.069374399449104632,5.845702118127433e-08,83.298562048515407,22.081178167716381,53.016949211813966,0.53016949211813968,20736.540599331474,1.0012511828394466,0.50197767541790717,--,594.08837699904359,2663.587414353608,--,--,--,--,3.5945257552829264,10.687662806150112,67.184466437371412,4.0938264997090643,96.543303963981288,99.998871896115745,7.1890515105658528,6.7733355351302638e-07,--,43.418093878770783,9.54740233745318,22856.024138959307,91.932930205883878,2.2006023297593957,0.0011277826497262087,86.836187757541566,5.6075536383929538e-08,--,538.13760094379234,9.5432547210371954,8258912.9820978334,3.9732432944070646,1.2560937062593232,3.212345345787431e-07,1076.2752018875847,4.5242943417257686e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00010892298337259554,4,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.89695701226612867,Aqueous,
I2,,19:04:31,2025-08-30,784,18,18,None,5304668.3462685384,7168470.645817128,8,8,0,100,5.0331602096557617,25.119304894982594,25.999999046325684,100,25,5,I2,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",9,2,2025-Aug-30 18:50:20,45.904346129086527,0.071703786165715655,5.2999365026616909e-08,91.808692258173053,14.866570558572432,32.385976083324444,0.32385976083324441,26036.595241636587,1.0000061388773882,0.47021794582329413,--,1862.2313697470008,1436.295896453089,--,--,--,--,3.5532337288151576,11.137509180524587,65.392534229673302,2.9725041874346312,97.260478231502631,99.998935436598359,7.1064674576303153,6.8470058050892362e-07,--,53.287421725332734,22.009054054418588,36909.24389098087,97.027495812565377,2.7395217684973674,0.0010645634016423372,106.57484345066547,4.565620024447589e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00011239893257281051,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.89753339901517204,Aqueous,
J1,,19:05:18,2025-08-30,831,19,19,None,4954585.4368272955,4954585.4368272955,8,8,0,100,5.0331602096557617,25.114234726641318,0,100,25,5,J1,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,1,2025-Aug-30 18:50:20,44.683333780741634,0.049827677891083597,5.4440350455098596e-08,89.366667561483268,22.462558269734966,50.270551387139911,0.50270551387139906,24444.955852501778,1.0000430363226283,0.2769824625345203,--,853.33794399441194,2315.7216985382611,--,--,--,--,3.7200751323410892,21.922318371390663,72.804052003013297,3.4274755975745506,95.672321634419049,99.997969590461452,7.4401502646821784,6.5390516696227855e-07,--,58.960591927866091,40.870961206315542,46766.970597901862,96.572524402425458,4.3276783655809634,0.0020304095385517951,117.92118385573218,4.1257665009567701e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.4037046343730864e-05,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.89763798908762737,Aqueous,
J2,,19:06:02,2025-08-30,875,20,20,None,6518103.1151234265,7668356.6598004634,8,8,0,100,5.0331602096557617,25.059666390976197,15.000000596046448,100,25,5,J2,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,2,2025-Aug-30 18:50:20,46.779448643304562,0.058917462468680543,5.1926250731595649e-08,93.558897286609124,17.337489870430204,37.062193705251545,0.37062193705251545,27212.821784726228,0.99989233903857233,0.35903152508781,--,1663.7117190767583,1587.9695407398312,--,--,--,--,3.8417027585373171,16.534006508448368,78.495968048889878,3.2415487128132154,95.209508488925039,99.998281332952146,7.6834055170746343,6.3229290031352622e-07,--,60.171534545384191,34.235886054729619,49045.359657142333,96.758451287186773,4.7904915110749684,0.0017186670478621644,120.34306909076838,4.0369277561068478e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.8812404967474407e-05,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.89876496931505767,Aqueous,
K1,,19:06:49,2025-08-30,922,21,21,None,5179913.5708640367,6146630.9556936566,8,8,0,100,5.0331602096557617,25.03559874331205,0.85599999874830246,85.000002384185791,25,5,K1,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",11,1,2025-Aug-30 18:50:20,46.751284133164901,0.065433812081077222,5.1924576273314511e-08,93.502568266329803,18.201260282092719,38.932107683392857,0.38932107683392858,27174.501896696453,1.0003793713327336,0.30796762071958539,--,1583.1062709218927,1664.9224941876885,--,--,--,--,3.2871070267932994,12.737122389951852,54.502910093435439,2.4778923568471147,96.60052328536905,99.998446394782192,6.5742140535865987,7.3850367483047228e-07,--,54.107237541299128,32.513127736122414,38251.595288383534,97.522107643152893,3.3994767146309419,0.0015536052178026115,108.21447508259826,4.4865358668422485e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.6129043153206256e-05,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.89926279629912198,Aqueous,
K2,,19:07:33,2025-08-30,966,22,22,None,5301968.8238360519,13369363.614448739,8,8,0,100,5.0331602096557617,25.030337511763623,0.85599999874830246,40.000000596046448,25,5,K2,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",11,2,2025-Aug-30 18:50:20,51.289088811054576,0.067986045509562096,4.7323980994046071e-08,102.57817762210915,17.546991779853073,34.211939004209974,0.34211939004209974,33751.658168998278,0.9998867610072304,0.31455925210035179,--,1611.3675221652425,1345.1207464825707,--,--,--,--,3.1361637338349637,14.486599915799236,48.826141126056768,1.6792275896408744,92.480885142255516,99.997915435188446,6.2723274676699274,7.739404157729528e-07,--,69.309747969327546,47.84895716349115,68276.178705724946,98.320772410359126,7.5191148577444933,0.0020845648115450604,138.61949593865509,3.5019660801110205e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00010026437861874343,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.89937168476591967,Aqueous,
L1,,19:08:19,2025-08-30,1012,23,23,None,5304756.3979503075,5910297.1368330028,8,8,0,100,5.0331602096557617,24.986926824459712,5.5215999484062195,94.999998807907104,25,5,L1,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",12,1,2025-Aug-30 18:50:20,46.63817041768737,0.07147993161392488,5.1983730502213905e-08,93.276340835374739,16.814436547485951,36.052950612979309,0.36052950612979306,27020.913726380611,1.0003338003744706,0.34429041721467224,--,1704.9644453564329,1549.3073883460868,--,--,--,--,3.0915855977456785,15.166587058967965,47.217697516377676,2.3107130150176842,97.387259091995517,99.999089915985991,6.1831711954913571,7.8420150613886534e-07,--,52.929516311114646,29.709709865888652,36331.81239133756,97.689286984982303,2.6127409080044743,0.00091008401401313681,105.85903262222929,4.5804803275715576e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00012600680997352278,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.90027098698515462,Aqueous,
L2,,19:09:04,2025-08-30,1057,24,24,None,6057910.0511778472,16029880.791799463,8,8,0,100,5.0331602096557617,24.971021573058156,5.5215999484062195,40.000000596046448,25,5,L2,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",12,2,2025-Aug-30 18:50:20,55.301817577335356,0.067246348559677677,4.3821501584524258e-08,110.60363515467071,31.566074238497031,57.079632499156645,0.57079632499156641,40256.898985046319,1.0076603642880724,6.0839650489643171,--,1.0519977906789703e-07,2213.6460303434847,--,--,--,--,3.19600406109139,10.189907705743494,51.03391319067638,2.253694171838855,92.13857997104175,99.998573021164958,6.39200812218278,7.5826207985627946e-07,--,43.942037954146301,15.786269006466267,23506.595675787092,88.19183081889075,2.7888532648246191,0.0014265846103063528,87.884075908292601,5.5150120463714281e-08,--,770.31508795054754,17.779320784931191,19116368.332794767,9.5544750092703907,5.0725667641336365,3.9422474385987973e-07,1540.6301759010951,3.1459966505911805e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00010395800465926349,6,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.90060086604236222,Aqueous,
M1,,19:09:49,2025-08-30,1102,25,25,None,4930375.5400689999,6573834.0534253335,8,8,0,100,5.0331602096557617,24.953194479618499,0,75,25,5,M1,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",13,1,2025-Aug-30 18:50:20,47.351314825451432,0.089959170094605578,5.1155255030254696e-08,94.702629650902864,20.253604709513013,42.773056638813031,0.42773056638813034,27997.584948513773,1.0002657951565683,0.71948584870391985,--,1362.0027939486863,1805.888639300422,--,--,--,--,3.669624164005163,15.167163635302217,70.51479479838747,3.0216206978062488,95.537365274904346,99.997986604584312,7.339248328010326,6.60086286130756e-07,--,57.566340081264435,35.267566647950801,44220.249858672491,96.978379302193744,4.4626347250956497,0.0020133954156775604,115.13268016252887,4.20778632529776e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00017245922818029074,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.90097084937569705,Aqueous,
M2,,19:10:34,2025-08-30,1147,26,26,None,5276240.7085988345,13190601.574941806,8,8,0,100,5.0331602096557617,24.965619953856653,0,40.000000596046448,25,5,M2,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",13,2,2025-Aug-30 18:50:20,52.644160790522804,0.08307208385970187,4.602719795860269e-08,105.28832158104561,17.128010731158895,32.535442628315849,0.32535442628315847,35875.162053815249,0.99999522990048562,0.45181077532987957,--,1613.4049966522091,1252.2609480574802,--,--,--,--,5.0183217396766615,14.315394672465009,146.67140083535716,2.6386962093045603,86.201541163039039,99.995162396360442,10.036643479353323,4.828433360325009e-07,--,60.413010960149393,22.964869269354626,49507.130822947984,95.224634015228915,7.0188063737387907,0.0048373994005455594,120.82602192029879,4.0108300704764467e-08,--,--,--,--,--,--,--,--,--,--,1567.7900196001178,14.670516967476848,100812242.43115671,2.1366697754665216,6.7796524632221757,2.0423901579029435e-07,3135.5800392002357,1.5455278958134533e-09,--,--,--,--,--,--,--,--,--,--,0.00011697906854764219,6,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.9007129438684407,Aqueous,
N1,,19:11:20,2025-08-30,1193,27,27,None,5227750.2546650823,5808611.5479479702,8,8,0,100,5.0331602096557617,24.984921232709695,0,89.999997615814209,25,5,N1,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",14,1,2025-Aug-30 18:50:20,47.231873458146573,0.057739284730379786,5.1327580389314739e-08,94.463746916293147,19.949487369209645,42.237340822162011,0.42237340822162012,27832.621489606365,1.0002117576042957,0.22397490199373327,--,1397.3382265980156,1787.9335205328023,--,--,--,--,2.7532118485809596,11.560054508561636,36.00107121305475,2.1241606634035528,96.565242256581925,99.999137415486572,5.5064236971619192,8.8053441405552341e-07,--,57.845511398425273,42.174548634895778,44723.64786492729,97.875839336596457,3.4347577434180785,0.00086258451341314989,115.69102279685055,4.1909868600918896e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.9526177210385536e-05,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.90031257213951954,Aqueous,
N2,,19:12:05,2025-08-30,1238,28,28,None,5470761.538853745,12157248.186176527,8,8,0,100,5.0331602096557617,24.997755866586921,0,44.999998807907104,25,5,N2,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",14,2,2025-Aug-30 18:50:20,51.858451103572385,0.071132992883382512,4.6764198131822366e-08,103.71690220714477,15.034425852073566,28.99127438659248,0.2899127438659248,34634.85867937046,1.0000153937717469,0.3773019937068437,--,1720.7708867978954,1157.2355743052058,--,--,--,--,4.4581590725284261,11.385125497531341,111.19181978155818,2.912480572309931,79.425220012170769,99.998135073794771,8.9163181450568523,5.4397316084136158e-07,--,57.9557914980955,11.832239444213544,44923.402957581886,94.979443160216363,3.6586467485064924,0.0018649214008594716,115.911582996191,4.1844288888653585e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6994.178930164434,11.55922001967112,3334983413.0927858,2.1080762674736877,16.916133239322736,4.8043634396209384e-09,13988.357860328868,3.4673389205955964e-10,--,8.5414344254619432e-05,4,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.90004650758263682,Aqueous,
O1,,19:12:49,2025-08-30,1282,29,29,None,5815998.0416253032,29079989.7748009,8,8,0,100,5.0331602096557617,25.025903884097634,0,20.000000298023224,25,5,O1,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",15,1,2025-Aug-30 18:50:20,815.81757731404252,0.031085013848541083,2.974831831739748e-09,1631.635154628085,465.66567475473039,57.079632469781423,0.57079632469781427,21863721.921043061,1.0037051608851788,0.27025919657570835,--,2.5589185479683094e-07,150.27382522718636,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,542.17805201710689,34.807502393925759,8404733.5901736151,100,100.00000000000001,99.999999999999986,1084.3561040342138,4.4762418708347904e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00028514178696708269,3,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.89946346226797125,Aqueous,
O2,,19:13:36,2025-08-30,1329,30,30,None,6021987.3870149925,54745332.762515686,8,8,0,100,5.0331602096557617,25.031626057981772,88.999998569488525,100,25,5,O2,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",15,2,2025-Aug-30 18:50:20,757.50027422533344,0.059517252982775985,3.2043372398816175e-09,1515.0005484506669,432.37837081566755,57.079632249353885,0.57079632249353884,18380550.72360158,1.0021190305774259,2.6382607683097783,--,2.2862270616122257e-06,161.86730506689568,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,618.37045459200158,12.813525387532485,11432532.332555296,100,100,99.999999999999986,1236.7409091840032,3.9252948129973112e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0012821180651118131,2,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.89934501444177661,Aqueous,
P1,,19:14:21,2025-08-30,1374,31,31,None,5801801.193421308,22487600.111790366,8,8,0,100,5.0331602096557617,25.046307315695689,74.199998378753662,100,25,5,P1,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",16,1,2025-Aug-30 18:50:20,721.66164385405523,0.058865662628729339,3.3647709087847148e-09,1443.3232877081105,411.92181415419714,57.079632492911308,0.57079632492911303,16409965.541150833,1.0021382214478018,1.1443609879549455,--,6.7895945966571174e-08,169.97162339784202,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,622.2817681022218,20.7349260266949,11602447.719593486,100.00000000000001,100,100,1244.5635362044436,3.9021328113649605e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0008065568478166378,2,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.89904123695094451,Aqueous,
P2,,19:15:08,2025-08-30,1421,32,32,None,5614322.3540853178,56143210.155268788,8,8,0,100,5.0331602096557617,25.032169549736849,89.999997615814209,100,25,5,P2,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",16,2,2025-Aug-30 18:50:20,679.18893416195669,0.077628099178650697,3.5738525800046309e-09,1358.3778683239134,387.67854434739314,57.079632021058345,0.57079632021058346,14238697.601455325,1.0015036100193155,6.059308262316347,--,4.8723612409606778e-06,180.53339556224861,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,615.01604064366904,22.926888249587769,11287952.073650984,100,100,100,1230.0320812873381,3.9467606765587722e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0018343818900080594,2,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.89933376565586398,Aqueous,
