Item,Series,Time Stamp,Date,Time (s),NodeNumber,Measurement ID,Image,Intensity (Cnt/s),Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,% Acqs Unmarked,Acq Time (s),DLS Temp (C),Attenuation Level (%),Laser Power (%),Set Temp (C),Ramp Rate (C/min),Well,Insert Info,Row,Col,Configuration,Radius (nm),Amplitude,Diffusion Coefficient (cm²/s),Diameter (nm),Polydispersity (nm),%PD,PD Index,Mw-R (kDa),Baseline,SOS,Viscosity from Sample Rh (cP),Lambda (1/s),Sigma (1/s²),D10 (nm),D50 (nm),D90 (nm),Span (D90 - D10)/D50,Range1 Radius (M) (nm),Range1 %Pd (M),Range1 Mw-R (M) (kDa),Range1 %Intensity (M),Range1 %Mass (M),Range1 %Number (M),Range1 Diameter (M) (nm),Range1 Diffusion Coefficient (M) (cm²/s),Range1 Particle Concentration (M) (1/mL),Range2 Radius (M) (nm),Range2 %Pd (M),Range2 Mw-R (M) (kDa),Range2 %Intensity (M),Range2 %Mass (M),Range2 %Number (M),Range2 Diameter (M) (nm),Range2 Diffusion Coefficient (M) (cm²/s),Range2 Particle Concentration (M) (1/mL),Range3 Radius (M) (nm),Range3 %Pd (M),Range3 Mw-R (M) (kDa),Range3 %Intensity (M),Range3 %Mass (M),Range3 %Number (M),Range3 Diameter (M) (nm),Range3 Diffusion Coefficient (M) (cm²/s),Range3 Particle Concentration (M) (1/mL),Range4 Radius (M) (nm),Range4 %Pd (M),Range4 Mw-R (M) (kDa),Range4 %Intensity (M),Range4 %Mass (M),Range4 %Number (M),Range4 Diameter (M) (nm),Range4 Diffusion Coefficient (M) (cm²/s),Range4 Particle Concentration (M) (1/mL),Range5 Radius (M) (nm),Range5 %Pd (M),Range5 Mw-R (M) (kDa),Range5 %Intensity (M),Range5 %Mass (M),Range5 %Number (M),Range5 Diameter (M) (nm),Range5 Diffusion Coefficient (M) (cm²/s),Range5 Particle Concentration (M) (1/mL),RMS Error,Number Unfiltered Peaks (M),Number Filtered Peaks (M),Pre-correction Internal Standard Rh (M) (nm),Internal Standard Viscosity (M) (cP),Mw-S (Da),1/Mw-S (1/Da),Particle Concentration (1/mL),Particle Concentration Calculation,Particle Material,Particle Shape,Particle Core Real RI,Particle Core Imaginary RI,Sample,Concentration (mg/mL),Mw-R Model,dn/dc (mL/g),Conformation Model for SLS,A2 (mol mL/g^2),Viscosity Calculation: Use Internal Standard,Internal Standard Rh (nm),Internal Standard Rh Range Minimum (nm),Internal Standard Rh Range Maximum (nm),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,
C19 ,,18:26:49,2025-06-16,2988,67,67,None,5604464.5015763957,12454365.888986681,8,8,0,100,5.0331602096557617,25.060959084735966,0,44.999998807907104,25,0,C19,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",3,19,2025-Jun-16 17:21:29,59.560715888630504,0.057676369987505319,4.1383508811873262e-08,119.12143177726101,33.997037178079822,57.079631550515806,0.57079631550515808,47888.347693432042,1.0014114994430305,1.0987287475907077,--,0.00011184983134122936,2090.490614433153,--,--,--,--,4.897740129080054,19.058079950813823,138.5577062423815,6.7845708431538734,84.226599656599419,99.998546408439779,9.7954802581601079,5.0325892061602533e-07,--,68.06092102969474,21.922999631313012,65432.419715561191,85.994819746929622,2.8614647191653213,0.0014534211070672222,136.12184205938948,3.6215075751666994e-08,--,--,--,--,--,--,--,--,--,--,2250.6292698783559,20.871705643747763,234908898.91269335,7.2206094099164968,12.911935624235252,1.7045315405202596e-07,4501.2585397567118,1.0951743335995276e-09,--,--,--,--,--,--,--,--,--,--,9.3324343726234056e-05,5,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88573308108227256,Aqueous,
C20 ,,18:27:33,2025-06-16,3032,68,68,None,5349330.2101293616,6293329.4824525816,8,8,0,100,5.0331602096557617,24.997077646433787,0,85.000002384185791,25,0,C20,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",3,20,2025-Jun-16 17:21:29,38.071132938804631,0.071860839585877759,6.4633819112247681e-08,76.142265877609262,21.73085927729749,57.079623325703437,0.57079623325703432,16805.704093750865,1.0020388062536798,6.5235294442684868,--,0.00168792338758079,3264.9808483621719,--,--,--,--,5.0828844772832742,7.7725924573655876,151.12468032646311,16.767614477359917,98.859822860890148,99.999190924153496,10.165768954566548,4.8411147858316691e-07,--,58.814156587343959,13.24934093973707,46495.652304645941,83.232385522640087,1.140177139109841,0.00080907584649834584,117.62831317468792,4.1838272663329158e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00010489349982467441,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88703626647029565,Aqueous,
C21 ,,18:28:18,2025-06-16,3077,69,69,None,5817909.1566035617,14544772.674774902,8,8,0,100,5.0331602096557617,24.99215638265207,0,40.000000596046448,25,0,C21,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",3,21,2025-Jun-16 17:21:29,76.441984839137973,0.076136845905873815,3.2186019896776734e-08,152.88396967827595,26.964225093744542,35.27410381936992,0.35274103819369917,85861.558249573776,1.0004406015444582,0.56967571068171996,--,1073.3267091690398,940.28226717497489,--,--,--,--,4.6053334367899961,10.699424775374466,119.97118026472924,2.7844135202104896,80.508754414815527,99.9973871364448,9.2106668735799921,5.3424215179010367e-07,--,--,--,--,--,--,--,--,--,--,100.84239206099969,14.149996489380975,164173.43078004461,97.215586479789522,19.49124558518449,0.0026128635552113309,201.68478412199937,2.439810475234784e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00015934095998284309,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88713679607358276,Aqueous,
C22 ,,18:29:01,2025-06-16,3120,70,70,None,6097625.756937121,15244064.165188545,8,8,0,100,5.0331602096557617,24.962390639580128,0,40.000000596046448,25,0,C22,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",3,22,2025-Jun-16 17:21:29,74.206064698177386,0.071066703395455205,3.3129789885461338e-08,148.41212939635477,22.523341563156368,30.352426927323066,0.30352426927323067,80100.046287046818,1.0004741705209905,0.53127336844904383,--,1198.7659616673313,850.59468617864707,--,--,--,--,3.6414052636578784,10.52970273282577,69.252570838569966,2.4138161864830594,95.004453562787745,99.999534943376887,7.2828105273157568,6.7513258032917048e-07,--,83.061632162966006,14.727743395074066,104277.79889213969,97.586183813516953,4.9955464372122531,0.00046505662311075162,166.12326432593201,2.9597676660797508e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00012784593734855513,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88774525263557535,Aqueous,
C23 ,,18:29:46,2025-06-16,3165,71,71,None,5921453.2680046139,11842906.536009228,8,8,0,100,5.0331602096557617,24.941824555908724,0,50,25,0,C23,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",3,23,2025-Jun-16 17:21:29,67.020581848435796,0.080892258265806177,3.6661825990776703e-08,134.04116369687159,28.14024803693653,41.987471998638433,0.41987471998638431,63116.163057190177,1.0002205027852271,1.247986603541539,--,1008.0635131953082,1269.1326430085685,--,--,--,--,4.365431015062466,11.905765239786096,105.85567244418749,4.1070408550899016,94.751299201455524,99.999176194390344,8.730862030124932,5.6285322137722557e-07,--,84.453558181606695,16.464005567897164,108412.49547058453,95.892959144910108,5.2487007985444771,0.0008238056096426862,168.90711636321339,2.9094060243670076e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00016706118837470755,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88816606966316214,Aqueous,
C24 ,,18:30:32,2025-06-16,3211,72,72,None,5719324.294077022,8868819.5054350346,8,8,0,100,5.0331602096557617,24.958421959698313,35.512000322341919,100,25,0,C24,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",3,24,2025-Jun-16 17:21:29,59.982004631322745,0.059710160728043651,4.0981854729452084e-08,119.96400926264549,34.237492464693894,57.079606917330324,0.57079606917330328,48684.65952047662,1.0008633695502036,1.2150553957411023,--,0.0029844023805230594,2070.1997238362114,--,--,--,--,4.0453766682596832,8.91068709530931,88.581135781478238,5.8464475002895409,97.996450287234651,99.999628705522028,8.0907533365193665,6.0765016505612449e-07,--,71.954142971070681,10.835694167045379,74527.718999896548,94.153552499710457,2.003549712765345,0.0003712944779653937,143.90828594214136,3.4163061342701354e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00013439814018701294,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88782643212646128,Aqueous,
D1 ,,18:31:23,2025-06-16,3262,73,73,None,6519588.5524671748,6519588.5524671748,8,8,0,100,5.0331602096557617,24.933182503245767,0,100,25,0,D1,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",4,1,2025-Jun-16 17:21:29,45.74634171514991,0.056140133847138028,5.3699075776833256e-08,91.49268343029982,26.111843733013767,57.079632499589039,0.57079632499589039,25827.388260577136,1.000946401829081,1.5686969096301491,--,6.2822307132181126e-08,2712.6123393681155,--,--,--,--,4.964151383876052,3.2492945552546337,142.99367511399308,8.7574658240794854,95.931438723395914,99.998736354468392,9.9283027677521041,4.9485522908381945e-07,--,62.184628715958169,14.777444864446664,52971.009250285351,90.224175452811636,2.1284395591559035,0.0012636332235144584,124.36925743191634,3.950391472940214e-08,--,--,--,--,--,--,--,--,--,--,2788.6953494435893,10.986499868075738,387907419.70398629,1.0183587231088946,1.9401217174481882,1.2308101127604394e-08,5577.3906988871786,8.8089086918902064e-10,--,--,--,--,--,--,--,--,--,--,9.0948915110680223e-05,5,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88834300213154649,Aqueous,
D2 ,,18:32:06,2025-06-16,3305,74,74,None,3519696.9898606958,3519696.9898606958,8,8,0,100,5.0331602096557617,24.927518741888562,0,100,25,0,D2,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",4,2,2025-Jun-16 17:21:29,38.625468647609431,0.063823909730763406,6.3589361112755743e-08,77.250937295218861,22.047275275944532,57.07963177634884,0.57079631776348838,17383.846771418634,1.0364614373055352,32.079446227988811,--,0.00013098873094168566,3212.2206930003158,--,--,--,--,4.3372393742668409,14.162035925831232,104.26308029198465,22.268811788461452,96.803858286257594,99.995580849645151,8.6744787485336818,5.6629774426444872e-07,--,29.583409559726757,20.68544624349822,9314.0227989149589,63.262761264358801,1.1762103144236136,0.0044185590492843612,59.166819119453514,8.3025212797849905e-08,--,657.40531929222607,11.596566072822528,13193037.928809848,14.468426947179751,2.0199313993187844,5.9130556802697316e-07,1314.8106385844521,3.7361560697844898e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00033843586827353233,5,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88845899132066375,Aqueous,
D3 ,,18:32:51,2025-06-16,3350,75,75,None,4962316.4779133415,8270527.1345476815,8,8,0,100,5.0331602096557617,24.911072702843825,0,60.000002384185791,25,0,D3,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",4,3,2025-Jun-16 17:21:29,66.22530140294765,0.063470389053346177,3.707196708230043e-08,132.4506028058953,31.070541374712729,46.916421241579727,0.46916421241579725,61377.681671218736,1.0005017359249808,0.4767067233125864,--,786.7710574287596,1450.6846226554851,--,--,--,--,3.8066562890507121,18.342064486405764,76.830688544440292,3.1447006046900223,90.332224817470561,99.99899150804977,7.6133125781014241,6.4494979509635292e-07,--,98.544561298150555,23.330958559681331,155553.70379372899,96.855299395309956,9.66777518252945,0.0010084919502309497,197.08912259630111,2.4913624468807458e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00011671053151938742,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88879593892284148,Aqueous,
D4 ,,18:33:36,2025-06-16,3395,76,76,None,5895688.9067361318,8422412.8673415966,8,8,0,100,5.0331602096557617,24.902694471404139,0,69.999998807907104,25,0,D4,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",4,4,2025-Jun-16 17:21:29,69.958395051509285,0.070940315833141629,3.5085980239534407e-08,139.91679010301857,27.844026999351904,39.800837310305326,0.39800837310305326,69780.633736174379,1.0009473638087825,0.51825789419688795,--,1042.0000648980354,1149.8750724215795,--,--,--,--,5.0743037200860979,7.8735360188597143,150.52841689234302,3.2710738034912628,92.063763908555245,99.997251621246022,10.148607440172196,4.8372328535453697e-07,--,76.833653102307778,13.401036477295817,86894.445474301785,96.728926196508738,7.9362360914447594,0.0027483787539786045,153.66730620461556,3.1946403265486158e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00011988846422197694,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88896767638674701,Aqueous,
D5 ,,18:34:21,2025-06-16,3440,77,77,None,5716730.8226792496,6351923.3045787802,8,8,0,100,5.0331602096557617,24.943533743288441,0,89.999997615814209,25,0,D5,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",4,5,2025-Jun-16 17:21:29,59.158341169129358,0.063678734144014607,4.1536117283519043e-08,118.31668233825872,29.270939978853839,49.478973548582722,0.49478973548582722,47134.799635623116,1.000508828592451,1.0259485224148197,--,709.95884719561866,1732.2997904918411,--,--,--,--,3.9566672892314569,5.992959787826992,84.102769569500836,4.7922359462726849,97.925699005865198,99.999586363419439,7.9133345784629139,6.2102967408631364e-07,--,68.064746365804169,4.7287184446358985,65441.02489334633,95.207764053727331,2.0743009941347927,0.00041363658056031813,136.12949273160834,3.6101035092285227e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00014356381166652052,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.888131083841598,Aqueous,
D6 ,,18:35:06,2025-06-16,3485,78,78,None,4708723.4835953601,6278297.9781271471,8,8,0,100,5.0331602096557617,24.977127822401172,0,75,25,0,D6,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",4,6,2025-Jun-16 17:21:29,56.712691290445498,0.068507481962532341,4.3365738631379889e-08,113.425382580891,32.371395636122507,57.079632264914537,0.57079632264914537,42701.164917248941,1.0014305996036788,1.5382562076173103,--,2.9019691633879869e-05,2190.6231216659808,--,--,--,--,3.931792442039117,4.3342441613220242,82.87083307200119,5.9469214480208317,98.386917610568176,99.999606771590621,7.8635848840782341,6.2551311744932792e-07,--,64.442739570267022,9.1247553686887546,57581.63208114494,94.053078551979155,1.6130823894318254,0.00039322840938322179,128.88547914053404,3.8163922949022509e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00014349231184341264,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88744391363621367,Aqueous,
D7 ,,18:35:51,2025-06-16,3530,79,79,None,5299398.1064296048,6624247.5343280258,8,8,0,100,5.0331602096557617,25.012691295819344,0,80.000001192092896,25,0,D7,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",4,7,2025-Jun-16 17:21:29,46.760219210225472,0.084788765403044031,5.2645100452808671e-08,93.520438420450944,26.690561279793997,57.07963249658448,0.57079632496584476,27186.655377737177,1.0007886655609273,2.9509497230031214,--,5.1184635924389651e-07,2659.370706453763,--,--,--,--,5.2312742577183844,10.31256177468455,161.65027977118081,9.1055248810249676,91.331767835384582,99.998449923831359,10.462548515436769,4.7057300310447505e-07,--,62.453938730796786,14.284921230364933,53509.335074878065,87.488915205001689,2.2650319165443533,0.0015500100453051564,124.90787746159357,3.9416191957542337e-08,--,--,--,--,--,--,--,--,--,--,2528.6469601568665,13.748561294671507,308500921.46556962,3.4055599139733461,6.4032002480710686,6.6123340560915493e-08,5057.293920313733,9.7352318307216768e-10,--,--,--,--,--,--,--,--,--,--,0.00010090360981479754,6,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88671744552290344,Aqueous,
D8 ,,18:36:37,2025-06-16,3576,80,80,None,3860940.5938450228,3860940.5938450228,8,8,0,100,5.0331602096557617,25.061223572218307,0,100,25,0,D8,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",4,8,2025-Jun-16 17:21:29,32.625767654809842,0.060648893742425297,7.5549137116784156e-08,65.251535309619683,18.622666651975859,57.079627517148772,0.57079627517148768,11711.380047412358,1.0015515205227168,5.395505444873641,--,0.0010715874761645695,3816.3691348906491,--,--,--,--,5.2119425680122999,9.9862680040532439,160.25602697891176,19.730570699614937,98.044651824850192,99.999166231292932,10.4238851360246,4.7292320702482332e-07,--,57.649829162097646,14.952346576921194,44370.454308340617,78.171190657275247,1.003291783708435,0.00083367102122616202,115.29965832419529,4.2755522955029075e-08,--,--,--,--,--,--,--,--,--,--,1124.359738739495,8.612026541776082,46311286.477083094,2.0982386431098035,0.95205639144138066,9.768584861155932e-08,2248.71947747899,2.1922241691586004e-09,--,--,--,--,--,--,--,--,--,--,8.3597809787022099e-05,5,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88572769230290727,Aqueous,
D9 ,,18:37:22,2025-06-16,3621,81,81,None,5918989.195165677,9106137.5573429465,8,8,0,100,5.0331602096557617,25.059079035850253,0,64.999997615814209,25,0,D9,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",4,9,2025-Jun-16 17:21:29,64.755678107036005,0.067396677459056711,3.806167028169434e-08,129.51135621407201,26.455362131852638,40.854119523115827,0.40854119523115828,58238.017668314613,1.0005596874947924,0.62810670628976439,--,1091.5029784468302,1280.7885598142245,--,--,--,--,4.2899964139660112,11.741088006405702,101.62519225898041,3.6949384119409014,95.9019559108674,99.999121837974869,8.5799928279320223,5.7452478537131582e-07,--,73.555515200027742,13.370102994833299,78466.629843387404,96.305061588059104,4.09804408913259,0.00087816202512482457,147.11103040005548,3.3508150439501064e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.8585202587831661e-05,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88577138759986929,Aqueous,
D10 ,,18:38:06,2025-06-16,3665,82,82,None,5004351.7601151746,8340585.9354335163,8,8,0,100,5.0331602096557617,25.073822691409703,0,60.000002384185791,25,0,D10,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",4,10,2025-Jun-16 17:21:29,72.997490341093311,0.063859526467835798,3.3777424220134084e-08,145.99498068218662,24.791831991701557,33.962581283078997,0.33962581283078996,77080.859801052939,1.0011479681273139,0.47196229791056749,--,1155.4207878945031,953.88665863593428,--,--,--,--,3.73099083088941,9.1909684501118498,73.304878425648965,2.6162072356384405,96.09169642194351,99.999499506604693,7.4619816617788199,6.6086123231465365e-07,--,75.427127435626645,11.900291494362378,83218.074307557865,97.383792764361573,3.9083035780565063,0.00050049339530387055,150.85425487125329,3.2689395474599971e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00014182315675240271,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.8854710572473421,Aqueous,
D11 ,,18:38:50,2025-06-16,3709,83,83,None,5298256.7381012719,6622820.8239388689,8,8,0,100,5.0331602096557617,25.06392841154177,0,80.000001192092896,25,0,D11,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",4,11,2025-Jun-16 17:21:29,59.563353850718265,0.081422138371998784,4.1384914823355103e-08,119.12670770143653,31.287618024460215,52.528301382886156,0.52528301382886156,47893.310531619492,1.0000850780633765,1.4151215892430649,--,464.15091753495193,1862.6861397098367,--,--,--,--,4.3350130319934923,19.582540797344475,104.13789927569341,4.8531478367416483,92.787969179523088,99.999083304540264,8.6700260639869846,5.6863135301159023e-07,--,93.465775987851714,20.755961712831947,137439.52587379582,95.146852163258359,7.2120308204769064,0.00091669545972878816,186.93155197570343,2.637355010058151e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00010075938723336322,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88567258597464416,Aqueous,
D12 ,,18:39:35,2025-06-16,3754,84,84,None,5984693.3881664025,6334456.7487364486,8,8,0,100,5.0331602096557617,25.051826453444654,5.5215999484062195,100,25,0,D12,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",4,12,2025-Jun-16 17:21:29,56.691802860743259,0.058293586814379655,4.3467273728660171e-08,113.38360572148652,32.359472730141299,57.079632499302484,0.5707963249930248,42664.374320697745,1.0011234637489017,1.2526207570642898,--,8.6303307602535237e-08,2195.7521869502361,--,--,--,--,4.4965361254994676,11.582223704656339,113.44433277569807,6.3020984336965684,97.20860575244059,99.999205413531612,8.9930722509989351,5.4803031585684047e-07,--,71.781298790892677,17.64100042487836,74109.50719744376,93.697901566303429,2.7913942475594151,0.00079458646838251497,143.56259758178535,3.432980671327474e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00011037373024048239,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88591918743283216,Aqueous,
D13 ,,18:40:19,2025-06-16,3798,85,85,None,5565347.7799043255,13090229.969781481,8,8,0,100,5.0331602096557617,25.041914085511429,5.5215999484062195,44.999998807907104,25,0,D13,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",4,13,2025-Jun-16 17:21:29,60.495761165234804,0.074290346458211545,4.0723419046994941e-08,120.99152233046961,34.530757540553822,57.079631490607092,0.57079631490607097,49665.942881399424,1.0036176237406504,2.3512926110603822,--,0.00011701047233585555,2057.1461342605476,--,--,--,--,4.6665959729543465,10.069737709970831,123.73863756231394,6.507751723714633,87.604304515593228,99.998807594982267,9.3331919459086929,5.2792104711373129e-07,--,59.7083433064115,13.593318352409097,48166.534428496969,85.863575673099319,2.1012175165181648,0.001192206849616759,119.416686612823,4.1260468739788978e-08,--,--,--,--,--,--,--,--,--,--,1890.2497687539872,17.960700868868436,156163044.2552506,7.6286726031860512,10.294477967888614,1.981681061909371e-07,3780.4995375079743,1.3033167749692301e-09,--,--,--,--,--,--,--,--,--,--,0.00014806479282074455,5,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88612125881255577,Aqueous,
D14 ,,18:41:03,2025-06-16,3842,86,86,None,5371057.100676653,8951761.4787500463,8,8,0,100,5.0331602096557617,25.050835527677481,0,60.000002384185791,25,0,D14,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",4,14,2025-Jun-16 17:21:29,42.850175809780978,0.061306380914000834,5.7506735860571166e-08,85.700351619561957,24.458722815940742,57.079632355575527,0.57079632355575527,22162.633766554034,1.0010719216756374,4.2518436413107601,--,2.3641756910488509e-05,2904.9565278165492,--,--,--,--,5.1108998204819835,8.2625926993582546,153.08082703772203,14.065129034766915,93.364056804531046,99.999349349170046,10.221799640963967,4.8214088094564269e-07,--,66.070933998607401,8.834570162907001,61043.454022060847,83.097103846578761,1.2806408588067943,0.00065063533501375176,132.1418679972148,3.7295881755266976e-08,--,--,--,--,--,--,--,--,--,--,3795.1335707476674,15.011086543118846,797726731.81771672,2.8377671186543116,5.3553023366621542,1.5494926056308951e-08,7590.2671414953347,6.4929829107085991e-10,--,--,--,--,--,--,--,--,--,--,9.2869772164476437e-05,5,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88593938469780176,Aqueous,
D15 ,,18:41:47,2025-06-16,3886,87,87,None,5097234.9333828529,11327189.04091882,8,8,0,100,5.0331602096557617,25.019874517814287,0,44.999998807907104,25,0,D15,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",4,15,2025-Jun-16 17:21:29,71.077304230870979,0.081621379544464759,3.46406338615372e-08,142.15460846174196,22.990185747876772,32.345325975223822,0.32345325975223821,72420.034792437873,1.0003922021446434,0.9727033849436586,--,1217.9448449353401,937.76587417717474,--,--,--,--,4.0552047807826845,8.9873804641041559,89.085492220719416,3.0771697386994394,95.230933775707882,99.9993078401166,8.1104095615653691,6.0716116813500979e-07,--,79.544279723380555,10.809726116277279,94237.441583005537,96.922830261300575,4.7690662242921338,0.00069215988339404869,159.08855944676111,3.0953361829272855e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00017731062830542014,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88657083418534777,Aqueous,
