Item,Series,Time Stamp,Date,Time (s),NodeNumber,Measurement ID,Image,Intensity (Cnt/s),Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,% Acqs Unmarked,Acq Time (s),DLS Temp (C),Attenuation Level (%),Laser Power (%),Set Temp (C),Ramp Rate (C/min),Well,Insert Info,Row,Col,Configuration,Radius (nm),Amplitude,Diffusion Coefficient (cm²/s),Diameter (nm),Polydispersity (nm),%PD,PD Index,Mw-R (kDa),Baseline,SOS,Viscosity from Sample Rh (cP),Lambda (1/s),Sigma (1/s²),D10 (nm),D50 (nm),D90 (nm),Span (D90 - D10)/D50,Range1 Radius (I) (nm),Range1 %Pd (I),Range1 Mw-R (I) (kDa),Range1 %Intensity (I),Range1 %Mass (I),Range1 %Number (I),Range1 Diameter (I) (nm),Range1 Diffusion Coefficient (I) (cm²/s),Range1 Particle Concentration (I) (1/mL),Range2 Radius (I) (nm),Range2 %Pd (I),Range2 Mw-R (I) (kDa),Range2 %Intensity (I),Range2 %Mass (I),Range2 %Number (I),Range2 Diameter (I) (nm),Range2 Diffusion Coefficient (I) (cm²/s),Range2 Particle Concentration (I) (1/mL),Range3 Radius (I) (nm),Range3 %Pd (I),Range3 Mw-R (I) (kDa),Range3 %Intensity (I),Range3 %Mass (I),Range3 %Number (I),Range3 Diameter (I) (nm),Range3 Diffusion Coefficient (I) (cm²/s),Range3 Particle Concentration (I) (1/mL),Range4 Radius (I) (nm),Range4 %Pd (I),Range4 Mw-R (I) (kDa),Range4 %Intensity (I),Range4 %Mass (I),Range4 %Number (I),Range4 Diameter (I) (nm),Range4 Diffusion Coefficient (I) (cm²/s),Range4 Particle Concentration (I) (1/mL),Range5 Radius (I) (nm),Range5 %Pd (I),Range5 Mw-R (I) (kDa),Range5 %Intensity (I),Range5 %Mass (I),Range5 %Number (I),Range5 Diameter (I) (nm),Range5 Diffusion Coefficient (I) (cm²/s),Range5 Particle Concentration (I) (1/mL),RMS Error,Number Unfiltered Peaks (I),Number Filtered Peaks (I),Pre-correction Internal Standard Rh (I) (nm),Internal Standard Viscosity (I) (cP),Mw-S (Da),1/Mw-S (1/Da),Particle Concentration (1/mL),Particle Concentration Calculation,Particle Material,Particle Shape,Particle Core Real RI,Particle Core Imaginary RI,Sample,Concentration (mg/mL),Mw-R Model,dn/dc (mL/g),Conformation Model for SLS,A2 (mol mL/g^2),Viscosity Calculation: Use Internal Standard,Internal Standard Rh (nm),Internal Standard Rh Range Minimum (nm),Internal Standard Rh Range Maximum (nm),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,
B3,,12:46:25,2025-08-30,469,11,11,None,3786459.1112880604,3786459.1112880604,8,8,0,100,5.0331602096557617,24.862594796421224,0,100,25,5,B3,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",2,3,2025-Aug-30 12:37:26,37.863172326641866,0.049677689323430557,6.3821333760252731e-08,75.726344653283732,21.612156787246164,57.079625026662356,0.57079625026662351,16591.696292733148,1.0021586640440878,4.0713164743350463,--,0.0013576900627209458,3223.9382478466082,--,--,--,--,7.3248485970110355,22.597053024226859,355.33218311140985,23.825080190285657,96.998945005385025,99.99860586704375,14.649697194022071,3.2990144796530534e-07,--,72.182521978751723,22.174707608994794,75082.369876652854,76.174919809714325,3.0010549946149743,0.0013941329562404761,144.36504395750345,3.3477330689441847e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.2440783259251501e-05,5,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.90285516122047271,Aqueous,
B4,,12:47:12,2025-08-30,516,12,12,None,3609607.1825598548,3609607.1825598548,8,8,0,100,5.0331602096557617,24.89171518746279,0,100,25,5,B4,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",2,4,2025-Aug-30 12:37:26,48.27102654723214,0.03916904527230898,5.00991754814326e-08,96.542053094464279,27.552924554400622,57.079632494330092,0.5707963249433009,29286.563303243565,1.0035538064096743,2.6494074124804632,--,8.0858600611221612e-07,2530.7631391933678,--,--,--,--,5.8634930881059955,19.448373160718312,211.11108759924224,16.517300445333166,95.334495807205954,99.997143713032088,11.726986176211991,4.1243992161672991e-07,--,69.783683085994952,45.157546180798711,69373.563371671364,81.158409842028803,3.4822970221749991,0.0028561382793934739,139.5673661719899,3.4654786372890896e-08,--,--,--,--,--,--,--,--,--,--,1027.8493082011667,17.349856226855668,37539733.018976949,2.3242897126380235,1.1832071706190597,1.4868853261482118e-07,2055.6986164023333,2.3528143769352689e-09,--,--,--,--,--,--,--,--,--,--,9.7273579474224209e-05,5,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.90224877780403001,Aqueous,
B5,,12:47:58,2025-08-30,562,13,13,None,4646083.287270545,4646083.287270545,8,8,0,100,5.0331602096557617,24.920133494198737,0,100,25,5,B5,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",2,5,2025-Aug-30 12:37:26,37.034687461606488,0.047269028544001626,6.5348326948424064e-08,74.069374923212976,21.139263448849579,57.079632360241881,0.57079632360241883,15754.668016194006,1.001251012690906,3.1519834005759182,--,2.5997510381692359e-05,3301.0750155201536,--,--,--,--,7.9834623737057431,32.645913001739871,434.63612576365773,23.807648705854778,95.610232988398479,99.998832866437183,15.966924747411486,3.0314602253838651e-07,--,77.405491707561467,29.398842372621065,88415.183715059829,76.192351294145212,4.3897670116015135,0.0011671335628161241,154.81098341512293,3.1265932316755053e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.4750219800609707e-05,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.90165768233436905,Aqueous,
B6,,12:48:42,2025-08-30,606,14,14,None,4459742.465962315,4459742.465962315,8,8,0,100,5.0331602096557617,24.949429498183889,0,100,25,5,B6,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",2,6,2025-Aug-30 12:37:26,41.86197437724509,0.046458675478038718,5.7857467782399483e-08,83.723948754490181,23.894661068880264,57.0796323497553,0.57079632349755305,20985.166005060019,1.0013286538929163,4.0177442040470064,--,2.4744514768850365e-05,2922.6737733787722,--,--,--,--,9.3949320737669346,39.803079421628446,636.14366506667761,25.151232498495453,92.957497851749807,99.998275349295099,18.789864147533869,2.5780152691066436e-07,--,--,--,--,--,--,--,--,--,--,100.44842501530646,41.797563744701449,162676.64112432231,74.848767501504554,7.0425021482501968,0.0017246507049110274,200.89685003061291,2.411215341076795e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.224159970763891e-05,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.90104902087611205,Aqueous,
B7,,12:49:27,2025-08-30,651,15,15,None,3728957.6355841202,6779922.8268384393,8,8,0,100,5.0331602096557617,24.996210483419304,0,55.000001192092896,25,5,B7,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",2,7,2025-Aug-30 12:37:26,60.223110262739787,0.043422742069133158,4.0267266147383704e-08,120.44622052547957,34.375129868103592,57.079632251029032,0.57079632251029033,49143.778935237984,1.0093022438707275,6.0375698614486204,--,2.8537841887912463e-05,2034.1035808732302,--,--,--,--,5.345207529390863,20.261273284518595,170.00831452869213,17.534159259751444,97.638950718536307,99.999537175994391,10.690415058781726,4.5368117062600413e-07,--,73.375339457252224,24.864567232479352,78017.64489687451,82.465840740248566,2.3610492814636923,0.00046282400560360907,146.75067891450445,3.3049523547155396e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00073484178434315333,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.90007853659514803,Aqueous,
B8,,12:50:21,2025-08-30,705,16,16,None,4865247.7454345683,4865247.7454345683,8,8,0,100,5.0331602096557617,25.019694293552767,0,100,25,5,B8,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",2,8,2025-Aug-30 12:37:26,43.441923605075516,0.048557172030911859,5.5856704492670824e-08,86.883847210151032,24.796489070469963,57.079629566801408,0.57079629566801404,22885.386257070106,1.0007646674665067,2.7447585118925528,--,0.00046637687345058222,2821.604883271395,--,--,--,--,6.8882622865090939,13.299446701475903,307.74264076319014,17.194737425715847,96.634737803604594,99.998189027854522,13.776524573018188,3.5226920643749511e-07,--,76.093964798784711,13.200837853665547,84949.707167951652,82.805262574284157,3.365262196395407,0.0018109721454841246,152.18792959756942,3.1888503849396446e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.830826604296115e-05,5,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.89959202959321238,Aqueous,
C1,,12:51:10,2025-08-30,754,17,17,None,5117790.1066939775,5387147.5483302958,8,8,0,100,5.0331602096557617,25.098609637177105,0,94.999998807907104,25,5,C1,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",3,1,2025-Aug-30 12:37:26,52.462351434617403,0.052967978514951899,4.6348958915607643e-08,104.92470286923481,29.945314413502455,57.079626807850197,0.57079626807850192,35585.938868871737,1.0002506458127618,0.63688922023186945,--,0.00075099403872468269,2341.320361429523,--,--,--,--,5.1358419826564683,15.361301344079262,154.83452398203056,6.3714643113118212,95.702449233154169,99.99853358042094,10.271683965312937,4.7345213880617506e-07,--,67.56133851209556,22.363376724328276,64314.161425457212,93.628535688688174,4.2975507668458288,0.0014664195790637701,135.12267702419112,3.5990633471891988e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.4572521766485774e-05,5,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.89796044226377614,Aqueous,
C2,,12:51:56,2025-08-30,800,18,18,None,4982556.091866673,5536173.5820659297,8,8,0,100,5.0331602096557617,25.144610668683828,0,89.999997615814209,25,5,C2,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",3,2,2025-Aug-30 12:37:26,56.806900788430831,0.039517287146185437,4.2856110735422134e-08,113.61380157686166,32.425145487716087,57.079588989511855,0.57079588989511854,42867.32090832448,1.0005884744000411,0.47467408166975261,--,0.0053079443545970082,2164.8768308531535,--,--,--,--,3.8345944332007531,3.9561973359811744,78.156553006356091,4.9798205994532836,98.061592575568355,99.999553912964814,7.6691888664015062,6.3488404657517411e-07,--,64.227760017133988,16.47833545944043,57133.18149017937,95.020179400546709,1.9384074244316436,0.00044608703519896892,128.45552003426798,3.7904526486299305e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00018926417261286445,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.897011688781294,Aqueous,
C3,,12:52:42,2025-08-30,846,19,19,None,6126773.9626165228,13091397.432715166,8,8,0,100,5.0331602096557617,25.102348978294653,47.999998927116394,89.999997615814209,25,5,C3,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",3,3,2025-Aug-30 12:37:26,428.88518985506346,0.033656186890612526,5.6700836560047248e-09,857.77037971012692,244.80607743775124,57.079629520543833,0.57079629520543829,4856576.6239407938,1.0076419632219735,2.7754077049426917,--,4.8089105105412011e-05,286.42462634806373,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,301.10189188171051,21.611586834388742,2122621.055323014,99.999999999999986,100,100,602.20378376342103,8.0763853395349313e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00094929899487122664,2,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.89788325594234319,Aqueous,
C4,,12:53:29,2025-08-30,893,20,20,None,4227072.571850121,4227072.571850121,8,8,0,100,5.0331602096557617,25.040086864891222,0,100,25,5,C4,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",3,4,2025-Aug-30 12:37:26,43.923470441327382,0.047171831745496988,5.5274045548300852e-08,87.846940882654764,25.071355426138872,57.079632310996431,0.57079632310996431,23483.361938881146,1.0009158068248138,1.0375820379007243,--,2.9737978613334767e-05,2792.1720272903967,--,--,--,--,4.8166401010609263,16.689914079887799,133.2488684580583,9.4729702904793545,98.180144240141573,99.998954508131234,9.6332802021218527,5.0405009609885848e-07,--,59.03394380941284,23.300103797897183,46903.218318393076,90.527029709520633,1.8198557598584155,0.0010454918687658799,118.06788761882568,4.1125964981290365e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.3020616491712024e-05,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.89916992616510594,Aqueous,
