Item,Series,Time Stamp,Date,Time (s),NodeNumber,Measurement ID,Image,Intensity (Cnt/s),Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,% Acqs Unmarked,Acq Time (s),DLS Temp (C),Attenuation Level (%),Laser Power (%),Set Temp (C),Ramp Rate (C/min),Well,Insert Info,Row,Col,Configuration,Radius (nm),Amplitude,Diffusion Coefficient (cm²/s),Diameter (nm),Polydispersity (nm),%PD,PD Index,Mw-R (kDa),Baseline,SOS,Viscosity from Sample Rh (cP),Lambda (1/s),Sigma (1/s²),D10 (nm),D50 (nm),D90 (nm),Span (D90 - D10)/D50,Range1 Radius (M) (nm),Range1 %Pd (M),Range1 Mw-R (M) (kDa),Range1 %Intensity (M),Range1 %Mass (M),Range1 %Number (M),Range1 Diameter (M) (nm),Range1 Diffusion Coefficient (M) (cm²/s),Range1 Particle Concentration (M) (1/mL),Range2 Radius (M) (nm),Range2 %Pd (M),Range2 Mw-R (M) (kDa),Range2 %Intensity (M),Range2 %Mass (M),Range2 %Number (M),Range2 Diameter (M) (nm),Range2 Diffusion Coefficient (M) (cm²/s),Range2 Particle Concentration (M) (1/mL),Range3 Radius (M) (nm),Range3 %Pd (M),Range3 Mw-R (M) (kDa),Range3 %Intensity (M),Range3 %Mass (M),Range3 %Number (M),Range3 Diameter (M) (nm),Range3 Diffusion Coefficient (M) (cm²/s),Range3 Particle Concentration (M) (1/mL),Range4 Radius (M) (nm),Range4 %Pd (M),Range4 Mw-R (M) (kDa),Range4 %Intensity (M),Range4 %Mass (M),Range4 %Number (M),Range4 Diameter (M) (nm),Range4 Diffusion Coefficient (M) (cm²/s),Range4 Particle Concentration (M) (1/mL),Range5 Radius (M) (nm),Range5 %Pd (M),Range5 Mw-R (M) (kDa),Range5 %Intensity (M),Range5 %Mass (M),Range5 %Number (M),Range5 Diameter (M) (nm),Range5 Diffusion Coefficient (M) (cm²/s),Range5 Particle Concentration (M) (1/mL),RMS Error,Number Unfiltered Peaks (M),Number Filtered Peaks (M),Pre-correction Internal Standard Rh (M) (nm),Internal Standard Viscosity (M) (cP),Mw-S (Da),1/Mw-S (1/Da),Particle Concentration (1/mL),Particle Concentration Calculation,Particle Material,Particle Shape,Particle Core Real RI,Particle Core Imaginary RI,Sample,Concentration (mg/mL),Mw-R Model,dn/dc (mL/g),Conformation Model for SLS,A2 (mol mL/g^2),Viscosity Calculation: Use Internal Standard,Internal Standard Rh (nm),Internal Standard Rh Range Minimum (nm),Internal Standard Rh Range Maximum (nm),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,
A11 ,,18:51:24,2025-06-11,404,11,11,None,2945585.7602986796,2945585.7602986796,7,7,0,100,5.0331602096557617,24.857843430731286,0,100,25,0,A11,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",1,11,2025-Jun-11 18:39:14,19.076537392244489,0.069806257492409096,1.2851657241270499e-07,38.153074784488979,10.8888169023943,57.07962969643075,0.57079629696430745,3336.5028499141044,1.0001746795086637,0.81266936436614923,--,0.0010256298338304063,6492.0226282762205,--,--,--,--,5.2760897244586582,91.901556867817462,164.90912166899392,100,100,100,10.552179448917316,4.6467200657881342e-07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.0224114267785049e-05,3,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88988799711534583,Aqueous,
A12 ,,18:52:02,2025-06-11,442,12,12,None,3843365.8160207272,3843365.8160207272,7,7,0,100,5.0331602096557617,24.873660372696349,0,100,25,0,A12,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",1,12,2025-Jun-11 18:39:14,26.684278036992033,0.057457164065070537,9.1914663104882116e-08,53.368556073984067,15.231287721594775,57.079632060795717,0.57079632060795715,7316.9683419799458,1.0005874781260045,0.59421101940401888,--,0.00011491366428257261,4643.0751906351379,--,--,--,--,3.9510486451078841,137.11564358170804,83.823593776788329,100,100,100,7.9020972902157682,6.2076593994963495e-07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.62223342417384e-05,3,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88956325636839917,Aqueous,
A13 ,,18:52:41,2025-06-11,481,13,13,None,6115828.4998038709,7741554.998792761,7,7,0,100,5.0331602096557617,24.900293992709688,20.999999344348907,100,25,0,A13,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",1,13,2025-Jun-11 18:39:14,67.538445950408089,0.066082605517171641,3.6340830337799499e-08,135.07689190081618,22.702781775350783,33.614604920019787,0.33614604920019786,64263.183411928105,1.0009531241379714,0.36207559746602669,--,1250.9073476634462,1017.0328982131755,--,--,--,--,3.5971497464986317,11.004811746016403,67.299276705849678,2.4442539358271436,96.659098512550344,99.999524163720977,7.1942994929972635,6.8231888537625428e-07,--,69.346146736356275,10.953925876977795,68360.104037226498,97.555746064172851,3.3409014874496608,0.00047583627902540189,138.69229347271255,3.5393505206478121e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00010781401145589756,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88901689194896905,Aqueous,
A14 ,,18:53:20,2025-06-11,520,14,14,None,6423533.3133793101,11735806.062793922,7,7,0,100,5.0331602096557617,24.938546933564549,0.4827519878745079,55.000001192092896,25,0,A14,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",1,14,2025-Jun-11 18:39:14,99.513972649931873,0.025413263859208134,2.4688837224377239e-08,199.02794529986375,56.802161544803013,57.079583934027475,0.57079583934027478,159157.74964907815,0.99995525485713799,0.83951877377948814,--,0.0034131258613429782,1247.1566793169675,--,--,--,--,4.7956446753479085,7.62778198015861,131.89382455828465,7.537969608938103,87.676350669922414,99.999127657712862,9.591289350695817,5.1231574452022073e-07,--,--,--,--,--,--,--,--,--,--,122.6057712828576,11.859692073414031,259344.17221056545,92.462030391061901,12.323649330077588,0.00087234228712963389,245.21154256571521,2.0038895776261159e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00024673719867826472,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88823316677309316,Aqueous,
A15 ,,18:54:01,2025-06-11,561,15,15,None,5338176.907803678,7662960.2338766307,7,7,0,100,5.0331602096557617,24.960575055149711,0.4827519878745079,69.999998807907104,25,0,A15,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",1,15,2025-Jun-11 18:39:14,83.074388100267484,0.011728468914349793,2.9591713780325419e-08,166.14877620053497,47.418542631332691,57.079617094621746,0.57079617094621748,104315.27264471752,1.0000557552069442,0.45433454695263498,--,0.0012976648315352656,1494.8267739674325,--,--,--,--,4.4502782522752993,11.740698480397729,110.73246002799105,11.751008551404357,92.724019166184434,99.99953969042447,8.9005565045505985,5.523954628863762e-07,--,--,--,--,--,--,--,--,--,--,116.68354821628454,17.495480861466184,230976.49287671765,88.248991448595646,7.2759808338155549,0.00046030957551436343,233.36709643256907,2.1068210152317784e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00024970095873476264,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88778238891200778,Aqueous,
A16 ,,18:54:39,2025-06-11,599,16,16,None,5847482.9869725974,8337118.5502340971,7,7,0,100,5.0331602096557617,25.014871406057246,6.4827501773834229,75,25,0,A16,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",1,16,2025-Jun-11 18:39:14,176.90630067321547,0.041197377697768475,1.391605605285116e-08,353.81260134643094,75.973509502006564,42.94562105074268,0.42945621050742683,611573.18200055929,1.0016105875598877,0.63501642911217737,--,367.76581642982393,493.38265546974623,--,--,--,--,2.7652312454884931,11.774427277661257,36.369884091315861,2.8199323393205518,94.441949979352287,99.999972658944898,5.5304624909769862,8.9028286523505944e-07,--,--,--,--,--,--,--,--,--,--,164.99742780785922,9.9036225169182117,519555.26351332443,97.180067660679455,5.5580500206477126,2.7341055086420893e-05,329.99485561571845,1.4920462876171846e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00025195684786593118,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88667294456823909,Aqueous,
A17 ,,18:55:20,2025-06-11,640,17,17,None,3083518.2429236486,3083518.2429236486,7,7,0,100,5.0331602096557617,25.103554766351806,0,100,25,0,A17,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",1,17,2025-Jun-11 18:39:14,64.16000987054899,0.033614519963156037,3.8460085515685264e-08,128.32001974109798,36.622282669860191,57.079608846305234,0.5707960884630523,56992.269597771898,1.0010068737619859,4.9259485302726898,--,0.0025895790175577715,1942.8125662073048,--,--,--,--,3.972500125631699,5.9495748413313274,84.892322742658834,15.500212786885685,95.748247383522937,99.999772178899164,7.9450002512633979,6.2117039352292833e-07,--,--,--,--,--,--,--,--,--,--,108.16168369881103,8.8149059415158391,193421.02934302154,84.499787213114317,4.2517526164770691,0.0002278211008262911,216.32336739762206,2.2813989038667767e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00036178798941188486,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88486593824044812,Aqueous,
A18 ,,18:55:59,2025-06-11,679,18,18,None,1909330.3052871663,1909330.3052871663,7,7,0,100,5.0331602096557617,25.146757820806634,0,100,25,0,A18,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",1,18,2025-Jun-11 18:39:14,22.265979729898881,0.037335704519860513,1.1094990838840657e-07,44.531959459797761,12.709338838014526,57.079629965477586,0.57079629965477585,4790.6116130753762,1.0022689726583416,9.4973425093679893,--,0.00080046678682854807,5604.6415439953407,--,--,--,--,5.6398820171212165,19.436574255437247,192.75260121698543,42.855639587162351,96.999538742579333,99.999710052634356,11.279764034242433,4.3802483876628633e-07,--,--,--,--,--,--,--,--,--,--,123.05800332525456,19.880186292612478,261587.93985569658,57.144360412837656,3.000461257420667,0.0002899473656531964,246.11600665050912,2.0075154353682004e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0003530648146517909,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88398790779896319,Aqueous,
A19 ,,18:56:37,2025-06-11,717,19,19,None,2938021.2055440056,2938021.2055440056,7,7,0,100,5.0331602096557617,25.146930583090658,0,100,25,0,A19,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",1,19,2025-Jun-11 18:39:14,203.8521034439257,0.036848413997535655,1.2118686071306105e-08,407.7042068878514,116.35802791426153,57.079630746252526,0.5707963074625253,852146.67839325871,1.0110910335409713,16.428362701429453,--,6.0498253636525535e-05,612.17619519865298,--,--,--,--,3.0984557257337544,2.4040276614440326,47.463571903458103,21.022063842125537,98.781298486284967,99.999996483683958,6.1969114514675088,7.9730674416118262e-07,--,--,--,--,--,--,--,--,--,--,219.87769002427953,4.9073837211938578,1017218.2633162828,78.977936157874467,1.218701513715029,3.5163160315885997e-06,439.75538004855906,1.1235426597121168e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00030795231210370438,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88398439967364806,Aqueous,
A20 ,,18:57:18,2025-06-11,758,20,20,None,879095.21669177734,879095.21669177734,7,7,0,100,5.0331602096557617,25.098459925223874,0,100,25,0,A20,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",1,20,2025-Jun-11 18:39:14,7.5176219651505019,0.016223118397693179,3.2819797527471237e-07,15.035243930301004,4.291030982552539,57.079632394984799,0.57079632394984803,377.59981338446784,1.0021854463100981,2.1158809254597695,--,9.8108854595666819e-05,16578.942229764074,--,--,--,--,3.4374832820186345,21.231431801205552,60.516583378241997,61.602152773840153,99.636283606679171,99.999992880326701,6.874966564037269,7.1775427119872861e-07,--,--,--,--,--,--,--,--,--,--,123.6428239719862,18.304818195260228,264505.97464607627,38.397847226159833,0.36371639332083039,7.119673307234914e-06,247.28564794397241,1.9954803914880729e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00034297564236669394,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88496958042620044,Aqueous,
